"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B05_841916"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C03_830686"	"MS2010072004"	"MS2010072925"	"MS2010072930"	"MS2010072932"	"MS2010072003"	"MS2010072019"	"MS2010072024"	"MS2010072037"	"MS2010072040"	"MS2010072908"	"MS2010072937"	"MS2010072036"	"MS2010072042"	"MS2010072813"	"MS2010072827"	"MS2010072828"	"MS2010072831"	"MS2010072838"	"MS2010072902"	"MS2010072913"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C11_830764"	"MS2010072001"	"MS2010072034"	"MS2010072805"	"MS2010072835"	"MS2010072904"	"MS2010072917"	"MS2010072921"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A11_841920"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C07_830734"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072026"	"MS2010072038"	"MS2010072837"
"TRIML1"	1.92236032677499	3.38350486902067	4.80605065692627	3.9000464488024	7.0382693597748	2.39097063490207	3.45980984682048	2.04209978091664	2.273435290538	4.56262197606911	3.74520212724864	1.5280666873654	2.87261089283482	2.11135945157927	3.45670086381219	2.76672715679003	1.32292222893971	1.40256411852328	1.76731044292801	1.66958816916064	4.34167666196177	2.07640048085927	1.67022246227687	1.81715957752149	2.91088671830302	4.86948594613717	1.50366599651283	1.46227470787537	1.7293646913628	2.37084439898288	3.08078832810545	2.5144411832097	2.86606417928601	2.43150217581849	1.55264257921617	2.71209323376696	3.04509194525028	1.27477924432316	1.8913818668221	2.19552623382626	2.1010422731058	3.22478357209659	3.70156953058739	3.15083663789844	2.82802974899433	2.72347841104333	3.14049420872425
"F9"	1.17644712876208	5.70203495817589	2.8970781302914	5.6552394603698	8.99965942724729	2.66333570913921	1.1729209441423	2.70852500665019	2.66688697841683	3.60572060290137	1.9667226367455	2.46785567605508	4.37172332155937	1.16820955777617	4.25926970333574	4.21557229463052	3.51385055977515	5.84155307362491	5.23569015587905	5.05454800881352	6.47640165905902	2.87004237916881	4.73767991920766	4.93608006432329	5.26482283984444	2.2711834464039	4.5698871269858	3.30275340627058	5.12505794487707	2.24561977708807	4.99626459931042	5.03764239988545	4.29354142862299	2.08584260278891	1.56150712158848	6.26618267218204	5.03976886141185	4.77316594292627	1.48956462417788	4.82844230565868	4.39407306001096	5.14365954021683	5.18714579839909	4.48656882089897	4.58082517543235	2.08319539523876	4.73190679648841
"LOC284067"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GALR1"	2.17251259813272	3.76529752144366	2.97918707598974	3.02800858242377	7.5195684873029	3.58788768781817	2.55924507561506	2.73531203971051	5.02094925004723	3.26266392959921	2.71042873770104	5.41889348171104	3.22339246638861	1.86729733311406	2.25067224289705	3.19519091656548	3.63418460531856	4.68212797393296	2.41187816332448	2.80318287120827	2.64042531842153	2.82947174699963	5.69841344458495	1.53425545211087	5.00373968949203	2.61106829888326	1.80396731475039	2.34033291914569	3.67091098235049	2.11285662285083	5.54306695571866	2.51393649842597	4.76813624455351	3.96846050637266	2.9480130225397	2.6839209147175	5.54812422585527	2.03461107858125	3.16125932654257	1.72928202109958	2.43979704600364	4.62135370118278	5.41044358325486	2.4552750931572	1.95064806154756	2.90725314126478	2.53354400402506
"WDR40B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C11orf36"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LYZL1"	4.97421393390917	3.18387325111235	4.7127014513421	2.6994653592718	8.16363874900299	3.04313827169459	2.0316665273104	3.0488399898268	4.96784733660208	5.24562923990987	1.92357509186943	2.34269527424822	1.78880085064461	5.75689251053432	3.92986938513344	5.04394923234461	2.58262839667109	5.05624530180322	4.66722959054524	2.55908383738722	3.3705521574623	4.74882351498167	1.53211667411046	3.98142134944993	1.57327465337805	4.14689295750602	2.19635752036045	1.73717039618546	4.42534312694528	3.76788568815927	3.94384937837847	1.56581909206437	5.13532041584667	3.50463959540707	2.8951379308964	2.44354240400311	3.32929149236186	4.76663034351197	4.11785609277529	2.23967220274295	5.2348264322771	2.45590093253605	2.12746654714419	2.45229392228155	3.50088253265512	1.96658246806643	4.12288131415971
"PRMT8"	5.74820018455097	3.65892684670383	4.25488631678667	5.08796534866302	7.35112685880209	4.8828415356362	5.03517909302554	4.11867789379134	3.36229621558139	3.33449806309667	6.01642008029239	6.0230066458985	5.53536255783718	5.8032019268695	5.93994454870267	4.41466641386288	4.31160335860295	4.52465315507968	5.30149625199271	3.57316457304012	5.13120522400602	4.99284714796447	4.02745190862354	2.87488319332061	3.12419684961702	4.82199890696826	2.75301486956559	2.74308476259705	3.3982314022616	4.95789082339325	3.18219137654572	4.34909041757098	4.34618693444677	2.63468848514222	3.86902430788412	5.16398277535912	5.08420479378229	5.6929596121781	5.00926963640541	2.77220553836261	3.05109293500924	4.7333915173636	4.09438131211375	2.88750449945938	3.80117671903136	5.59569924524912	3.38506331696125
"LOC348021"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM5P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100132649"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSG5"	2.75405350701713	5.96385712355052	1.55131666676313	5.24351302125345	10.646116382574	7.27314670858803	1.5690928205286	5.36199415547818	2.7657899021571	6.06364100733406	6.28466621852404	4.27489829995949	2.24581846257136	2.18116387411972	1.95664743067451	4.67391280455907	3.27812618098168	2.90106746680215	3.85927242425651	2.0422558386107	2.42051114222342	5.72092268445586	2.28402914147644	4.10283335206376	2.25405108441612	4.70754066395823	1.89229478684014	4.44236417959995	2.23305744922257	1.67224289286597	4.90252709866738	3.99181312393667	5.32199483976373	1.86019427278511	2.24694075153629	3.66036176394225	4.90740259335718	6.10945859670032	5.63524102670746	1.60508338015293	5.68317016465787	2.47963622889454	1.9306537192758	2.44277771912513	1.76341150726967	2.51955702697607	5.62951070825808
"PRM2"	1.90364689954055	2.37336985193702	1.53637893503211	2.70938742279258	5.04265346648124	2.06422457296451	2.58780157339598	2.41113097984146	1.57895202620836	2.90761956112534	1.52035873460922	2.07043308433496	1.55358102109058	3.98582607688174	2.39081817071346	1.95148242495502	1.82506751943334	1.50320356858595	1.60639136995516	1.66973371116786	1.48743143813935	3.29001182384207	1.46094018603455	1.49817490720723	1.77041073619366	1.86652773235231	2.61066131933157	3.1486074811508	1.3913219234328	2.54488793732978	3.180338731006	1.57879071776627	1.91652017587935	1.53875098877404	2.03993675999506	1.92471109494983	2.50579407021435	1.96672494946679	1.57222979829464	2.14566032020686	1.43966987980683	1.39550348525224	1.25073295357809	3.78684450210312	1.92789345757865	2.67708066626131	1.4957414876134
"LOC642864"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100287850"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BPESC1"	2.04150817772765	2.25425872176691	5.37869224415869	4.88638635383774	7.95393932740593	2.97667604880837	2.88895561398097	1.48866634794187	5.12447552829503	3.10824680090608	5.80912848797233	2.84938611255728	4.92767341205351	3.38639415274997	3.49878404844858	2.43326355912287	2.05952386325327	1.69183964526427	1.98251583207739	2.2345956568596	3.90330582310711	2.98916704327348	1.28420707646039	1.72673252742566	1.77424750053791	1.45421881859501	1.48753702765699	4.50655512417968	4.40413893512736	1.11626088835524	2.09895751357483	1.59040685641438	2.49559936842358	1.34944919805923	4.20272973360996	3.65145735791428	1.77267454392104	3.5232789181584	1.72600961738741	2.66236427771072	1.5323094304557	3.23746517796349	1.34574948080614	2.28008215032959	4.06196416781971	2.33639813024832	0.952872955247361
"TRIML2"	1.92414313079914	4.35902213832248	4.57682131242017	6.01897476002978	6.17255061404577	6.46374595243723	2.87620666534601	4.98030350947921	4.97458735119631	6.03160208315039	2.2192294069242	4.35271585429311	4.51190608807452	4.5598472335968	3.65297350997672	5.87049020368203	2.65852542176218	5.31517340590217	5.1503431576276	4.9030657873913	3.82378762493076	4.79076912964372	3.98830957895213	2.89864474648721	4.92973514745458	4.66489357963338	3.24997348609763	3.94147559455734	5.45269116306337	4.19947644422681	4.8882899110706	6.03194400137046	5.31296086507287	2.82961244747558	2.51310947984421	3.0596321020607	5.87244742666042	2.06249990276219	2.34498900335313	1.64047924429352	5.39903956223329	5.17968122155642	5.1802207063424	1.22013341351455	1.85086566458536	1.92387180926298	2.21947135175399
"OCM2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SYCP1"	5.06145616287528	2.04780889984794	4.63403875179337	6.10297917781756	6.56150450209721	4.6507546734214	3.9630732494542	2.95256805474321	5.04226557978119	2.16798711189636	4.13373970521325	1.64795264953603	5.65482749567163	5.78725891790164	4.04512963467029	4.94611452382042	2.4304035777582	3.66900624227476	3.34610909006098	5.28778445625984	3.53031368395936	2.99371276659617	1.33504988749887	2.34263326718552	4.449166669435	1.7212915739665	2.08102532122978	4.48284482884129	5.49573618670755	2.36636348980808	4.23469245807521	2.20913525710845	2.9807911852282	2.07096991679733	3.94288752546634	2.72812637805784	1.74382906950722	2.348067797984	2.68979552203002	5.28647537453585	4.78679917822188	3.3834865616341	1.24551741273864	4.41389224488925	4.76686983935317	5.64924247214124	3.25531814141999
"FGF19"	2.72105760124018	5.49797132171934	2.51691467975735	5.59513192485365	7.79059704338527	3.47914728390579	3.11344859248682	2.25658172838821	2.82489102586234	2.65911876869794	2.57392964315378	3.54427589286588	3.43751255201327	3.22206366273701	2.08106072758561	5.03904752905909	4.51630668123396	2.58390487586343	2.86275477714121	3.25922008550052	3.64817580253677	2.7308458859264	2.30115533774825	5.02575380150006	3.55699304282102	1.87658942810543	1.39180112130908	3.87828444042643	2.87386400262378	2.94463266384676	5.18601203276903	4.68532358533309	3.35217213955451	2.91622510791826	4.00879028380297	3.21542608277272	1.6384322914568	2.22664057758792	2.51468002951219	3.21949510838336	3.97425699092583	2.73660920893013	5.37284411648851	2.16220255688819	2.7211125938879	3.34534410431956	5.10573585642318
"LOC100130379"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C16orf11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100128960"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"EVX2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC730198"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MYO15B"	6.93524499943494	7.40726364834339	6.41688834401679	6.93404031139601	8.4390377702525	7.12866881396263	5.83207379612356	5.86117102334107	6.27714090051654	6.81456185977799	6.39650460833324	5.29013321022332	6.3680007788467	6.97162707573911	5.43883924004356	6.76674354621405	6.3364255500008	6.40799618869166	8.73327646154291	6.9228408989575	5.88015407743257	6.19863657022178	6.73735650309087	5.9022455140066	5.46331114855052	5.86368537918704	6.86076186707443	6.18453687843126	6.72115702673614	7.12544064912205	5.51419180755906	6.49940463023448	5.89253596795218	6.94482068447742	6.71078702111155	4.15954011549314	6.81467138740714	6.25677337091772	6.50114862485974	3.84106136917671	6.02045003334812	5.53991497312158	7.41151656443995	6.33265279361826	7.35374804686899	6.97991369897476	8.19662999664486
"P2RX3"	4.0110519072412	7.59844552241524	3.71075245797365	6.93895591113707	7.53820066517825	7.09931079852923	6.95343388795578	5.67249699674035	4.06515199451693	3.78505309131593	3.83461520163255	6.40876802526634	2.5617465619655	5.77673496076973	5.36216019552241	3.57149647216707	3.45393696460037	5.58111579221517	5.83557637498637	6.13997294215875	5.77978512145163	6.86438929367522	5.85738975381422	3.8991683621325	5.91162632975805	6.08603267216131	5.30778624244432	5.49570368355023	2.39643475675584	2.77914343092368	6.45384486932849	5.35797736718579	4.78952356495646	4.67094262930773	4.00327913897337	2.1472273844569	5.51249751500754	4.7518477758911	6.77510207394124	5.93025510514592	3.22832312752572	4.7361634664747	3.0716884647198	2.90516316803254	3.79752915404515	3.89274663116702	6.64856580728268
"FOXB1"	2.78676266224925	4.66121011888919	4.10256765432488	3.31396718269572	7.92267126475289	3.976109034964	1.3247858393715	3.35454268117177	4.72183611196005	1.45714930826834	4.39973547937103	3.48696993791464	1.88206052815189	3.33015479349362	4.24974638271956	2.67864879576772	1.55947415415647	4.2601764927101	3.6152626578867	1.76455711886968	3.47481792019233	2.12538459678043	1.73948970454823	2.48077564615852	2.13355308150004	3.08969626922456	2.31809992062033	2.32444359374343	1.38742517888804	1.78308926267465	2.50983904862569	3.09481880612021	5.60038052217981	3.16614666976926	1.33583172954724	1.69183356363257	5.37408406449914	1.90207858770072	2.79099371523929	3.44270340393029	3.02900203215541	2.39843408550097	1.3264471614906	1.17812420224051	5.39190744765291	2.12991739672484	1.53694831928839
"RGS11"	5.35515080832503	4.15013102754463	3.06604414719587	2.89281846461377	6.50480381400445	3.14590019838888	2.71916137978695	3.17430628251095	3.62273792224366	4.21220533595658	2.95352226067762	2.72219440889874	4.85944806133266	2.1810243908909	3.67089476777169	3.20332325555835	2.80330833470213	3.09739766435828	3.27016261902533	2.35064079038155	1.90264001403191	2.43448819759024	3.69261542750617	2.05673111659341	2.51255466978853	3.83904211090893	2.46064703448545	3.2809585749483	3.33088742362918	2.7018364126643	3.14607325409166	3.25992146148222	3.63828103149633	3.1194644131818	3.05139771357185	2.099573703332	2.69777959998829	1.72464576985093	3.00376473824909	2.92226831268631	2.43255875968871	3.10446608988735	2.67469330178961	2.00693296966454	3.03387918412395	3.61895275337432	3.6033401779596
"CNTNAP5"	6.0462485318512	5.82370637412366	4.08549011078393	2.63174697188125	6.88686249285598	3.03665980608862	2.85219241232248	2.40995292510582	3.85952749511192	4.84833744519978	5.24146279039411	4.31485446647449	4.38719013675282	3.94227601062695	5.74575934654786	4.37649824318594	4.39033812206712	4.839254936041	2.67692264770668	2.47537114429914	5.0522149484835	4.08311156091418	4.47305962059727	5.14559087664995	5.22429020634028	6.05848243594736	3.23615443724172	5.08603010713713	4.92870673624424	4.5812106285779	4.48177279741944	4.79135579948491	5.04211060410825	2.03937341183975	5.1897342907158	5.56703987137439	2.93616588386198	2.83661783736315	5.33106881703053	4.34678111695847	2.46776176923727	4.25350484012305	3.92211508506866	3.22045882965437	2.61981806082616	4.58250999017656	2.72483776004626
"PHOX2A"	6.0384517663005	3.80982837134853	5.89510791744016	6.7343437701142	9.23959828300281	6.14019158835087	5.30683619544883	6.80236300009694	6.68017796261084	6.56370007420017	4.49472271361364	6.66991210910499	5.86707175271658	6.10754626683524	5.42289395322646	5.885189425815	6.58678668927684	6.68559329368543	6.85424228141722	5.10831706993717	6.79292110220914	3.95485633817415	5.21118361078044	5.70979966845646	6.58504701556703	5.93604253435538	6.04485899643428	5.66078102595197	3.97207324437223	3.24088308717619	5.87561101926065	6.19860989019697	3.61950775994269	5.86161320283037	6.313741774676	6.94484706672789	6.3532649785171	5.64338037055536	5.90088814598218	6.02840805557807	6.16191299047413	6.18453913448706	6.47582357357365	4.69878197864061	6.48533203667228	3.68852801571064	6.51709325452418
"SPIRE2"	3.49820638950951	6.65083563024697	3.47447371777306	5.31435092066458	8.19517195886607	6.12645464930601	3.5226606499493	2.65919431713363	4.05487094690843	5.76183988332702	5.96491947325992	2.83909480324929	3.65753915759703	4.50350159593936	4.21344902332751	3.25433499513053	3.05601254965088	3.93099175071061	3.90074912220122	3.77200132013219	3.58950096755444	6.5654959468513	2.7409481263875	3.53171221815187	5.70126759750807	4.48562484906204	3.04142479785518	4.33234514206631	4.76324740412912	4.20892268186994	2.91383505456063	5.64942896256459	2.95561475839426	5.0983177978272	5.66435852202211	3.06437670677415	5.58075025841699	2.91200246957341	3.38763289852797	3.3860970839084	2.72435454143826	3.19153773971609	3.87640599863193	3.01299686403692	4.60882046518384	5.3652991583174	3.3117416790556
"LOC400499"	6.68684495574925	3.3742941844349	3.14597175370989	6.1496256434849	6.62345759204473	4.91499678291936	2.94805567352489	2.66685167536398	3.27079696462642	5.97911576909786	3.9245693793021	5.95930669369568	2.52573695482051	2.67466772113209	2.72213668854783	3.75829541227744	6.17733892364635	3.23085659313197	4.72108776002593	2.79854013149887	3.60775718246205	3.1059108913044	5.78264181660403	2.9841089547094	4.61250044498746	2.38677727300963	5.99850782953989	2.88011756581739	3.53252026151568	2.79124017643563	2.35322154224709	6.05384822938644	3.21723861853285	3.40857947022998	2.43789471962851	5.86293932355602	2.24238547890011	2.11500042146085	3.0546293883438	5.59053368218198	5.3875277481974	3.48392569836807	4.25511743201271	5.23012888426703	4.70367992971063	3.18613754681217	3.36551495147635
"FSCN3"	5.80806895525579	5.81524635625754	5.06139579312577	6.28889578511883	7.57460873959323	6.02389778645784	5.22878616249528	4.96770002964716	5.99993723242614	5.70718217750189	5.41253215880312	3.60093798130363	5.79834426801382	4.54487089882095	6.32326767277563	5.97433690623994	6.18757820292761	6.4131920474416	5.67039535452519	5.51368157914491	3.73571333513576	6.97387342440955	1.93661388997191	5.2651642575443	2.37779835179661	5.80872241009805	4.54441605346833	6.13512258968516	3.41077768474559	5.7847448666138	5.69521377672371	5.03500344684036	5.94368643470239	6.04321209127126	5.73841843995473	3.23900182667344	4.38191783615798	6.4898983717328	5.81504050358507	3.04500334065426	5.32273193282751	5.19050531510328	3.81989555188462	5.67834190460701	2.82587073586521	5.53819872658076	5.56631067331379
"TLE2"	5.85139686500656	6.27072738811933	6.11652459785273	6.60651745818325	8.28642429075571	6.02642534228048	5.70436175697602	4.71825932633572	5.14330466063978	5.09729511661672	5.4729980128848	6.46296710743141	5.99113775650502	5.73710476730156	6.18525571627078	6.51909447965514	3.58357747073263	6.37196056238427	8.57148205181474	5.66253522551395	6.53531021558725	6.46226330123543	6.95010913675065	5.76276078334757	3.27143182953012	5.94836073539811	6.50186132189546	3.40970612785743	6.33508310107205	4.94638682036466	3.99685222967271	4.00868937506215	3.72746264157839	4.00834014609741	5.20774327304793	4.73234213683339	7.04258384494323	7.64604852875781	6.50854727923953	3.63277116325916	5.54034243179616	5.27726666526272	7.61955040573906	5.98407309903127	6.23138029171157	6.99028445158808	7.65287864914292
"LRRC48"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C19orf15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"COL9A1"	3.379570864265	3.02400357113849	1.98481268052916	2.69445773825454	7.95849701629649	1.90108469772192	2.69710876012946	3.33491044912681	3.18713341140334	2.42043425963074	2.31486758835547	1.95411471456451	3.10404169547078	2.01101377197423	3.33959831297636	5.33710027713876	2.92588716735173	2.85995911118599	2.72699808336494	2.35289015122119	2.42409924463722	2.36704005934584	1.71540133739217	1.88584227280851	1.80335195074248	2.17623045894808	3.86022401618505	1.83804199423064	2.20031370679653	2.45863545209296	3.24993300934204	2.30368074375216	2.33207405944942	3.27070198856251	2.32568403818578	2.27995268071629	2.83355310711916	2.53318804617116	3.2825797489134	1.80855928370452	2.91894190166615	1.93844553635833	2.0925188849823	1.5823109424786	2.44498958600985	2.77485277024671	3.24146864651146
"LOC100131296"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PNPLA5"	5.71260389959012	7.30907656740639	5.67738468297691	5.52756900364603	8.05794190618256	3.41408542049665	6.54567214978746	5.12538093299496	4.15785596104591	5.71407685326725	3.57248958144744	5.99715439695521	4.2558332958389	6.28429132777806	3.67761409648378	4.40030913025001	2.40386033393799	4.19257875054257	6.22237882213096	3.1683336508466	3.00800355469749	3.40274722158933	3.9679625700905	5.11918322199221	4.39718014286895	3.64146916075306	3.44844875721511	2.80654491597725	5.69463172861176	5.89731485593282	4.57736246750103	5.50982716712179	5.4150595095987	5.03684552313698	6.15727860351077	3.93237558033155	4.60179316081852	4.96285615031604	2.54897668589803	5.25633646794107	4.71698839405783	4.39873488431525	6.45136348211292	5.1934118281211	4.8889556856114	5.8119823328285	3.26019329439354
"GARNL4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MUC5AC"	3.21498811501646	5.28025785501364	4.84606086657238	5.38466394897397	8.94818506520782	3.4862363869041	2.6453129193403	4.89700100297057	3.05566796667302	2.5318266968739	2.13152851031114	2.26651473570985	5.26169680898462	2.38605708639705	2.43561030646245	3.4127265193225	3.51228818152641	3.4201054083827	4.6306036722793	2.9145105280337	4.89662813818974	3.21765425496163	2.24413849684479	3.82033097003344	3.29500229906557	3.20752274688385	2.24243001517567	4.59045949452031	3.02211530655826	2.50614277507208	4.65336779905354	4.65203246914418	3.87465585684357	3.66165035299091	5.7221313942654	4.46230848658349	2.98302757666547	1.67510139815943	4.24199956550762	3.11740089888444	3.22566522471593	3.55806778904806	3.35665859835096	3.85396655091884	2.87360114868568	2.29270449880856	2.43565221821776
"STARD9"	6.08905263379837	5.62539179011702	6.82701180484843	6.0019169964001	9.02383048980498	6.44831879091782	6.32778971593058	5.63058136767613	5.76454858458041	6.10119561035413	6.93180252315378	5.83815530473368	5.33879921485417	4.58610848590843	6.35464548063131	3.12965802718915	5.87412658994816	6.62572961796444	7.6564525047099	6.70671811564349	6.48087544382111	7.20435243869871	6.60553579756174	3.21208474807202	6.79265069558777	7.13855541122255	5.36964098786343	6.38095281579522	7.81031614193362	6.29173596075131	6.47790345322734	6.19175375415639	6.00840656095562	6.58243327606125	6.83407313972623	4.88095641447315	5.89936050040039	6.33932601980848	6.77578574994338	5.00284658511888	6.13869441084371	5.74782542444627	4.11310694829475	5.2966751288663	6.87738777969828	5.32664823606807	8.02659718655378
"ESRRB"	6.69891908781059	3.53119715140489	5.5710562197303	6.3744675876689	7.84353417520375	5.77776278072966	5.13385637752081	6.09610915895669	6.24796533657885	5.55016998927839	6.12165127629443	5.73214226457306	4.95357601455595	4.58795068671305	6.32995670122378	6.00498832318416	5.6941779565925	5.37994824521875	6.12069155949327	5.04013154655502	5.53076871202538	5.45037355933547	4.7433819359192	5.80087624944393	4.90798354347486	2.59747708933319	4.82793383533961	5.36011895064191	2.43898680592157	3.44401267403716	5.62072514405568	5.75247744826701	5.71673718528022	3.29080820731167	5.87657904206576	5.75533727804032	5.12712075282516	5.43293531545972	3.43074857967578	4.48821915057161	4.59836647624322	5.0646955589868	5.57668224475685	3.310333466466	5.8103389251137	5.70772934420053	2.92951378351602
"LOC100288439"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM22G"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C19orf34"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100288065"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ZSCAN1"	6.68341553568338	3.74333773971506	5.63786430400357	5.75477058510479	8.4562165063919	5.67332856342738	4.27869753818599	5.04691017100686	5.69114138565212	5.60864276820304	5.41150031677999	4.4315288838903	5.38749564947971	5.5618598943943	5.21942447014996	4.99592664068784	4.89399900060938	6.2276075218773	5.90313069773496	4.42383826248407	5.14788240183477	5.29854203446583	1.35942411416998	4.71765114014161	5.56468212817905	3.10873962522998	5.27324792642109	5.07300034374695	4.49450845122237	5.447906254898	5.41839830498311	5.00006482997512	2.88442594049144	5.74339411436798	6.08522134223433	5.15213799301689	4.08831318870204	1.50727245008504	6.52066418517097	2.50981643080576	5.76345417439759	6.07675421433383	4.86459163861188	4.61969076456699	2.06315497250233	6.31143525595578	5.2039391215615
"FLT4"	3.76986757704205	5.97779333749259	5.5539900394452	6.22969168910618	7.85232483245969	5.79877403421967	5.22379100370154	3.08506908497258	2.89056978254955	5.75166021073848	5.66983619644777	5.11402649134328	4.48705536228999	5.58444719751207	5.8448407499404	6.22142387232283	5.74403971541591	6.12344664468126	5.80871713211321	4.41964916106966	5.4021891803988	5.32413002243295	5.46877130106657	4.97680174241989	4.9122300588768	5.67138176110006	4.50608937312699	5.40852683744429	6.40047330443004	3.51651251101324	4.88902698844731	3.75414671969033	5.12314846339908	4.97957128602339	5.4375067770686	5.39425993757554	6.10805629518918	5.75518261260207	5.12893081901185	5.42605445548546	5.51955085679365	4.9905674912532	3.75127776971097	5.5675533163704	5.55603693301309	5.28563974858325	6.3501457251443
