"V1"	"TCGA.FD.A5C0.01A.11R.A28M.07"
"RP11.1212A22.4"	"RP11.1212A22.4"	-0.401445552715767
"GCC1"	"GCC1"	-0.668558710709478
"PKD2"	"PKD2"	0.582716373249535
"CYP51A1"	"CYP51A1"	-0.758775291263358
"LHB"	"LHB"	-0.769559706951421
"CHMP7"	"CHMP7"	-1.02340879160714
"KRT28"	"KRT28"	-0.119230782736626
"AXL"	"AXL"	-0.537017519191979
"SEC24B"	"SEC24B"	2.21059909180857
"ZNF689"	"ZNF689"	0.187027033181363
"CTD.3214H19.16"	"CTD.3214H19.16"	0.434907962506473
"ZNF415"	"ZNF415"	1.7834335710697
"JKAMP"	"JKAMP"	-0.332022483684996
"AC138969.4"	"AC138969.4"	-0.300501862072946
"U82695.5"	"U82695.5"	-0.140193753463899
"SLC9A6"	"SLC9A6"	0.41170843166982
"KRTAP7.1"	"KRTAP7.1"	-0.12004454335479
"PNLIPRP1"	"PNLIPRP1"	-0.560301111306621
"NPFFR2"	"NPFFR2"	-0.359938361756731
"SHD"	"SHD"	-0.527079135672716
"MRVI1"	"MRVI1"	0.183197204778241
"TGFB2"	"TGFB2"	-0.415550994227674
"DACT3"	"DACT3"	0.149767156575493
"PSPN"	"PSPN"	0.34361609422241
"ADCY4"	"ADCY4"	-0.342901237988908
"RNF11"	"RNF11"	0.71660743545875
"SLAIN2"	"SLAIN2"	2.14674767342432
"AP3M2"	"AP3M2"	-1.29725817676045
"NFIA"	"NFIA"	0.0851365661923099
"TNMD"	"TNMD"	-0.323726631533773
"A2M"	"A2M"	-0.256714486424709
"RBFOX3"	"RBFOX3"	2.18033020560702
"LETM2"	"LETM2"	-0.416289372580767
"APBB1IP"	"APBB1IP"	-0.227074024422422
"SHC4"	"SHC4"	-0.264265570473322
"TRMO"	"TRMO"	-0.337285478777064
"TGM2"	"TGM2"	-0.424381608336383
"PLEKHF1"	"PLEKHF1"	1.807765916419
"ANTXR1"	"ANTXR1"	-0.13458835640074
"TADA2B"	"TADA2B"	-0.00881496498225553
"SPANXA2"	"SPANXA2"	-0.183599761454421
"SYCP1"	"SYCP1"	3.49659668066045
"GNG12"	"GNG12"	1.91356446387867
"RP11.468E2.1"	"RP11.468E2.1"	-1.00078440338585
"COL26A1"	"COL26A1"	-0.374601724512885
"CD300A"	"CD300A"	-0.726480416480841
"PLAT"	"PLAT"	0.973599367099544
"PECAM1"	"PECAM1"	-0.298667346143837
"REG3G"	"REG3G"	-0.101241680223359
"RBM27"	"RBM27"	0.279373952391742
"CHMP1A"	"CHMP1A"	1.36809491075348
"MMP24"	"MMP24"	-0.188467595691238
"SUSD6"	"SUSD6"	-0.192518045538989
"MEPE"	"MEPE"	-0.167093121418155
"PNRC2"	"PNRC2"	1.60548168097052
"CSRP3"	"CSRP3"	-0.0757575194078651
"INADL"	"INADL"	0.654389060106449
"TMEM145"	"TMEM145"	0.0447397902219084
"CTRL"	"CTRL"	-0.103423773834769
"ARL6IP5"	"ARL6IP5"	0.406619483951474
"ZMAT2"	"ZMAT2"	0.378778994751774
"TKTL1"	"TKTL1"	-0.246934150119616
"BCLAF1"	"BCLAF1"	0.0312829203956012
"N6AMT1"	"N6AMT1"	-0.0186899919975126
"PLPPR4"	"PLPPR4"	-0.439192539798613
"GLT8D2"	"GLT8D2"	0.0539341902726954
"BORCS8.MEF2B"	"BORCS8.MEF2B"	0.47125999306404
"ZNF14"	"ZNF14"	-0.0925766588798725
"GJA3"	"GJA3"	-0.46877487744644
"MYH8"	"MYH8"	-0.0674911808349032
"CCDC172"	"CCDC172"	-0.0684965312423554
"TOM1L1"	"TOM1L1"	1.33443647947046
"MPPED1"	"MPPED1"	-0.218164580645905
"ZNF140"	"ZNF140"	1.11014339280337
"SPARC"	"SPARC"	-0.6704710014429
"SCN1B"	"SCN1B"	-0.377333298763936
"CELA2B"	"CELA2B"	-0.429309356157781
"KRTAP19.3"	"KRTAP19.3"	-0.0830480092752194
"COL5A1"	"COL5A1"	0.428929269607842
"VCX3B"	"VCX3B"	-0.315704564052788
"ZPLD1"	"ZPLD1"	-0.386495326843574
"KRTAP20.1"	"KRTAP20.1"	-0.0682484726658348
"CGB5"	"CGB5"	-0.912993174040942
"TMF1"	"TMF1"	0.799877254509804
"KMO"	"KMO"	-0.462413593893864
"USB1"	"USB1"	-0.852973725051312
"GPER1"	"GPER1"	-0.265287831303948
"PCDH11X"	"PCDH11X"	0.292249758419648
"LAD1"	"LAD1"	-0.0501928303297994
"SNCA"	"SNCA"	-0.379334806507965
"SCAF8"	"SCAF8"	0.280156769597474
"LDOC1L"	"LDOC1L"	0.157978831990328
"SLC12A8"	"SLC12A8"	-0.502921718765938
"KRT86"	"KRT86"	2.17115705608225
"PCGF2"	"PCGF2"	-0.635862038937816
