"V1"	"TCGA.FD.A5C0.01A.11R.A28M.07"
"FOS"	"FOS"	1.61436132294706
"PDZK1IP1"	"PDZK1IP1"	-0.0468491093447185
"PVRL1"	"PVRL1"	0.486357554757705
"COTL1"	"COTL1"	-0.0434131460865564
"TMC5"	"TMC5"	-0.394718290164659
"UPK1B"	"UPK1B"	0.548874090283778
"TNFSF10"	"TNFSF10"	1.24987583831685
"RFTN1"	"RFTN1"	-0.910926791836668
"CECR1"	"CECR1"	-0.390595618403623
"EIF1AY"	"EIF1AY"	1.37106444452101
"NPDC1"	"NPDC1"	-0.403321782490961
"SCG5"	"SCG5"	-0.66188003971857
"TFPI2"	"TFPI2"	-0.183534748830802
"SPINK5"	"SPINK5"	-0.827507935613139
"TNFRSF6B"	"TNFRSF6B"	-0.428219916793382
"SYTL2"	"SYTL2"	0.108579421199751
"ARL4C"	"ARL4C"	0.248139225672496
"CRLF1"	"CRLF1"	-0.320559624372124
"IL1R1"	"IL1R1"	0.724319980000239
"TSC22D3"	"TSC22D3"	1.27915706380888
"CLDN3"	"CLDN3"	0.815948743002314
"DPYSL3"	"DPYSL3"	0.609004129411088
"COX6C"	"COX6C"	-0.155251253305849
"TCN2"	"TCN2"	0.519714881812907
"AC073333.1"	"AC073333.1"	-0.501137956136906
"GAS6"	"GAS6"	0.244498040274907
"SEMG2"	"SEMG2"	-0.147322510153849
"BAMBI"	"BAMBI"	1.26665261308587
"KLK5"	"KLK5"	-0.355276726289722
"ADAMTS1"	"ADAMTS1"	1.19923448252347
"RNF128"	"RNF128"	0.966918846874124
"TMEM150C"	"TMEM150C"	-0.681665826621568
"CLDN1"	"CLDN1"	0.560959593113646
"DRAM1"	"DRAM1"	-0.98678737122999
"PHGR1"	"PHGR1"	-0.389280946067816
"FRMD6"	"FRMD6"	0.835516356735634
"HID1"	"HID1"	-1.31224345687682
"MAOB"	"MAOB"	-0.353291099942668
"FAM107B"	"FAM107B"	1.06386944305638
"PTN"	"PTN"	-0.704062132925482
"NAAA"	"NAAA"	1.21893115743868
"SUSD3"	"SUSD3"	-0.965158720446991
"GPSM3"	"GPSM3"	-0.703180942110239
"EGFR"	"EGFR"	0.0175564225049178
"AMACR"	"AMACR"	-0.41731020037658
"PRODH"	"PRODH"	-0.807586175393423
"GPR87"	"GPR87"	1.65213049433066
"TMEM40"	"TMEM40"	1.72361744730918
"SLC22A31"	"SLC22A31"	-0.454504428481894
"RP11.903H12.5"	"RP11.903H12.5"	-0.0429044622827565
"CST6"	"CST6"	1.04768113701036
"GGT1"	"GGT1"	-0.908866853328655
"RGS10"	"RGS10"	0.715173007262563
"DAB2"	"DAB2"	0.774012762263463
"SGCE"	"SGCE"	-0.317808869394075
"MIA"	"MIA"	-0.44449577162229
"FAM198B"	"FAM198B"	-0.473569394683925
"HNF4A"	"HNF4A"	-0.252447075129314
"IGFL1"	"IGFL1"	1.23335229445874
"SEMA3C"	"SEMA3C"	-0.603837965651352
"KLK11"	"KLK11"	-0.363373412804172
"METTL7A"	"METTL7A"	1.02028582960537
"NPNT"	"NPNT"	-0.182428841389308
"KRT10"	"KRT10"	-0.364561260701019
"MATN2"	"MATN2"	-0.347034155601688
"MISP"	"MISP"	-0.592375556722231
"TGM1"	"TGM1"	-0.233705578972218
"SYT8"	"SYT8"	0.609717568104694
"NUPR1"	"NUPR1"	1.48566407872429
"CTSL"	"CTSL"	0.593505543130575
"GJB5"	"GJB5"	1.2846018412513
"LBH"	"LBH"	0.11718858312375
"B3GNT3"	"B3GNT3"	1.02065135872195
"PTGS2"	"PTGS2"	0.749221424527805
"KLK13"	"KLK13"	-0.398753632840544
"MUC4"	"MUC4"	-0.468265369699274
"XAF1"	"XAF1"	-0.957474566075439
"APLP1"	"APLP1"	0.567665603726623
"TCN1"	"TCN1"	-0.674583976445285
