"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B05_841916"	"MS2010072023"	"MS2010072042"	"MS2010072835"	"MS2010072930"	"MS2010072932"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072001"	"MS2010072004"	"MS2010072026"	"MS2010072034"	"MS2010072038"	"MS2010072821"	"MS2010072828"	"MS2010072837"	"MS2010072904"	"MS2010072921"
"LOC100288476"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC619207"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100132955"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRICKLE4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM18B2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CYP21A2"	3.11586331768912	5.17512364214488	3.14081700813638	2.94439310444655	7.25823520190115	4.46786526183152	3.34399816849483	1.66297902613718	1.19968310680427	2.65666535156563	2.75584292888529	2.92054410136018	2.31347760687671	1.94127048435832	2.66061340969046	6.69928779703808	3.27245339044828	3.08611671185538	2.41259918868369	2.50242580051775	7.31167897343916	2.96829528050697	4.54875568147514	2.56796612522938	2.41091396411715	3.26289898102314	6.27660212468352	6.57891586273507
"NPIPL3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C1orf51"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MYCBPAP"	6.13063795106466	5.04982850911746	6.09329597362635	6.27528309861843	7.53214095268162	5.78232614919648	4.0974350681636	5.41104116967917	2.88038411162347	5.59154661013852	4.04451442157202	5.08198532202574	5.48481209162624	4.77540076909089	4.24784830577108	4.36290639915929	5.72022272588209	6.13935193505172	5.56252776953897	5.3183047991952	2.20499531238975	4.92763390279745	5.38665681828145	5.13966843218545	5.5986400812419	5.76194689189605	5.51420302643391	1.68747113084041
"LOC729603"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AKT1S1"	6.89989159593611	5.95537488909965	5.81800515059111	5.44670233424555	9.51389918815782	6.1416234116885	7.02656088098079	6.50578398369945	6.56769767614934	6.09383102345785	5.3379407575212	5.50283153476327	6.56569228097275	5.09564215470556	5.92769549569544	5.86585806322143	5.99927923672574	6.21788517617032	5.96268223130202	3.88356041546256	4.85523398721207	6.61069033340023	5.00011526502965	6.15128674511682	6.71274977900698	6.69735321852641	5.41482241178759	6.60833656506009
"C8G"	2.46132052757156	2.80558622964646	2.27516306706723	3.491640454929	9.06989245024686	2.28082732407215	3.21912552455317	4.90256772639118	1.94171028604081	1.55331187845603	2.43253855208448	4.04788648851378	5.80075424778158	2.28348849117004	2.02376850064492	2.86659187474165	3.53179875878829	1.33677240861436	2.59314684545434	1.82813303981052	2.61556101643249	6.56399742364332	3.4139833132698	3.07433135673847	2.37716915893696	6.12505314735551	3.92101741939149	3.53665611470721
"C19orf23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C20orf118"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ZDHHC11"	7.19951724107245	5.48033341913365	2.19379599046002	5.72785712806862	8.46297544607407	2.31730708718948	6.50997275415663	6.42622744472358	2.0759062418421	4.60014079397658	6.55022716863572	4.31023840599186	1.84763533952593	1.85707604405407	6.0839962365856	6.16990262704107	2.17764095434176	1.56947272013513	2.95023543757407	5.54157418088677	2.49120002278265	2.14657414617221	2.21298144144951	5.88501274311712	2.03259096748723	6.17030947006364	6.56524400677954	5.93392491507726
"RYR3"	6.50043604005751	3.62716894784211	4.70785106238988	5.44401020257473	5.58365651341068	5.30743321699602	2.7444394427979	1.00766941999917	4.50773752683933	4.05444912481224	4.63747139020279	1.44525067527538	5.40622609480994	5.45321141996866	4.31466024211641	5.04771576629842	1.88891137927565	4.71160338053073	5.0874788672952	4.87770365948844	5.22176223861123	5.19445610678074	4.74045390374127	4.75876868058423	2.90854615031515	6.92439752738883	4.02864314465823	2.01788641310306
"ABCC10"	7.9799259477143	7.91698809785991	8.19201120084502	8.51449838603681	9.04168022016963	8.01846300274122	8.38201467190883	8.61163018386404	7.75549855049888	8.90438619216634	9.52420159672179	8.92734458499135	9.08298193201434	8.59543778987994	8.58636957481711	8.61715349569605	8.08726150287692	9.17323347079691	9.6935398286361	8.16396598460885	8.75112663925151	8.76414953550254	8.25045375419394	8.37369999404226	8.81276471191676	9.19697217582774	8.09315137661244	9.34996433150111
"TRIM46"	5.0598947736733	3.13015955779741	5.70426832513803	2.6795969795604	9.03730360660847	6.35793447833346	3.30177554015442	4.59457004445441	2.77641915157268	4.52660881318977	5.51722093364683	6.17343413844271	5.56977166351714	2.59293252136666	4.57492902204328	5.76207907097842	3.27384332402106	5.94845791392219	5.31141290774056	6.22873425335539	5.2693067244535	5.27670757169414	5.86031197949047	5.7962878786464	5.15191462431835	3.76038699442083	5.63223726420534	6.1232404315728
"MUC3A"	5.65983806226761	6.42929252218664	6.94112213217513	5.99468225784663	8.70174004615135	4.001174562158	4.98793409125479	5.02060922712063	2.93666249410167	3.44201746370631	4.54008865166124	5.01101392994495	5.6995487401921	5.48206272538247	2.78810808399905	5.26618777314573	5.60245954485023	5.50865446063007	6.37882725362332	5.59512123883176	6.40755707737051	6.69161179778135	5.84213021837452	4.3338525289762	5.72815754928406	5.97891894176104	6.15081410789047	5.01789257167525
"ROM1"	5.53665236842407	5.76177838452923	5.91637322308446	6.17138783386427	7.28778298250358	6.2920429541615	4.94473104589775	5.39385754474328	5.50136574177176	5.49308047925053	4.98363782652732	3.97270132322304	5.71199287807883	5.3405177695947	6.25592262803247	4.73385364751712	5.50554156192994	5.17222886276205	6.09785748725572	6.46703770598568	6.06548647112401	5.66357779887877	6.1208898939387	3.54963793406783	5.99532223170152	5.6480907199689	5.84144662689884	5.68398627854289
"LOC728417"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DEF6"	8.51619894728199	8.63971848628208	8.8283661497118	9.71428514218503	9.46474262732159	9.11913252249595	8.70538108505817	9.02250943978274	8.72851633331156	7.35068687593561	8.31776564600506	7.77047288686045	9.24440558059599	8.13607070891825	7.40276173601648	7.31370943315621	8.06210242160684	7.68558619511664	9.70672864105986	9.38144313544107	8.87789208383986	9.39291896828688	7.53756399893875	9.08623094081314	8.49795482386812	8.83836996702876	9.04286776572363	8.92843255784068
"GPT"	7.54211481929312	7.38648052427679	8.05036258163608	7.52613757583293	9.50801670303193	7.64833876409609	7.53853283952396	6.97395963389728	7.15818905505538	7.0853338111746	7.85502326940775	6.6571577511454	6.23962748019824	6.94269818120259	6.43954148706435	7.18773258287254	7.17233083832716	6.91387518816102	8.08827243736732	7.15285079037447	7.93379713568919	8.05941354876685	8.49985691391956	7.87404586668003	7.26068188060431	7.83187184957248	6.91298116525052	7.66681381378561
"CCDC116"	2.12156134073032	1.78949429493593	2.65067708803475	2.46141528552983	5.43277031435106	3.26207308632922	1.84710400995214	1.80947930900169	4.07018475771064	2.89280956084908	3.42548890376013	1.93954215577077	1.94568991529907	1.81522972471046	5.43108968269578	3.9249862995882	2.86716959982189	3.90247656705852	2.93629403659633	2.14992502595154	2.683217448184	2.7696823041786	4.50252710873617	3.71308929891219	2.51453106250425	3.59227127218457	4.30348882654929	4.15057375740883
"LOC728054"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AIFM3"	6.30719841593506	5.90432905931226	6.38320452331341	5.57798813029706	8.99034424935956	5.67139100527545	5.81920781815899	5.97818115752489	3.95270664902332	5.64326538613175	5.7597776087245	6.20091327114429	3.29116997781211	4.71807605830988	1.90672192572114	5.82347881463448	2.62712438843774	5.68651424517487	3.48002347055705	6.70269916974796	2.67150555728306	5.71886962894926	2.72480725105322	3.40018823419037	2.54551931557002	4.81450522176265	6.23588591575469	6.65515374987175
"LOC255783"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TNXA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"WNT10B"	4.60243247306826	5.75432139024353	5.85804526098828	5.97623464698107	9.43327729200354	6.98490390519571	5.15368105390003	4.4052140418412	5.13716253812056	3.94607344369723	6.05284564238702	5.77599430645513	3.09500421601473	5.76326020662762	5.12766983877534	5.40251513593291	6.6981218453364	2.54810824492734	6.1703457874348	3.5786032395678	4.79609041880796	5.28822894989574	6.78869595307822	6.38137130315538	5.68664515183067	5.33293677149361	7.04468968528117	6.09920863828119
"KCNT1"	5.590968474488	1.57654935304243	3.23788172022734	1.62780242451483	4.03578329316521	2.15801607717654	1.13471687299781	1.12552715815939	2.43270270410648	1.53713760435807	3.74345120721364	1.20420288080289	3.69030493285228	3.42072623874983	4.99973286731256	2.63701211145276	5.3527018641865	3.4728530407285	4.87257757452881	4.73470530574012	2.94542442820148	4.78347002180174	2.26976910069023	1.84978998605309	2.494425678095	4.05713376674082	2.16424122885957	4.99351881401085
"LOC284233"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C9orf84"	6.63907378891861	3.34405070203986	5.96750538170677	6.19875193517742	7.41387219738604	4.95952444020081	3.7392821670398	1.72306383996402	2.06119648167629	4.16918238850288	2.78381588861423	5.26546593994478	5.59046376759667	4.30259831039906	2.77922049286716	3.31326199208933	1.53971027755846	2.55535271531164	5.23490831313494	2.37732383605656	5.8320927851394	3.82683351498363	5.8382836171077	5.83611073522686	5.2103090033361	5.23042603487524	4.84665397353798	5.94721336543587
"LOC100288505"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100288432"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CROCC"	6.61733737984145	3.33710020322472	5.6453544011346	3.6303062194091	7.7292050243922	5.91185168075614	6.44302863278862	5.97194206196609	6.8176486251919	5.90391646057169	6.44383048203272	5.466253742182	7.10445085369692	5.66046112855415	7.08179212153396	4.60787774765195	3.15344510019954	6.51737905290894	6.82502731877132	6.59826032810581	6.84390990041891	5.61356357316647	2.76703386383318	6.43784115016694	6.14671644480301	6.81943980941485	6.35036877700597	6.30734366537198
"MUC20"	1.62003562976317	5.00839620525048	3.48739465612664	5.70517276276165	7.92588110688095	4.05265172838516	5.78629235161278	1.50435367538361	6.34939788648518	2.96247005244007	2.84330281913909	3.17496760050805	5.46845839135506	2.44287946130068	3.84176523017657	2.0192614979511	3.4023248340627	5.76452273127442	5.02352545480135	4.12707688353425	2.95982241746259	1.70711902872681	3.50533021936708	2.19070052519962	6.33178300880414	4.46876013137663	4.20623284631033	4.50906107632877
"MMP23A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SLC5A11"	4.67331375652693	3.03606309138948	2.86553592178395	2.88519121940794	4.21026806114441	3.32763578820214	5.74722216891478	4.41526852055632	2.60251312884988	6.74888364724244	4.52795738725224	5.75858987083603	2.35583144816394	2.77761881314766	3.30023831306581	3.1426519176114	5.7086588768193	2.95361799459041	3.2470346654244	4.10641203977258	4.87502339993606	3.3220762320654	2.16588693760704	6.63590127245878	3.301584179954	3.46691286404162	2.76195522841102	5.60662055500776
"LOC728728"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FLJ40292"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SNORD76"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100133220"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HOXD4"	5.61828518499856	1.82111590861731	3.23365301623352	5.19336262770049	7.86084227224682	4.6713072739087	6.25962713661692	4.1024953705348	5.5160194471566	6.04064606430194	5.95574860484444	7.11536499678674	5.81662343385868	5.54772563674262	4.51984872427634	5.83980954117862	5.95515289629039	6.29787849802878	5.93752105417171	6.4352929870182	6.49032872622161	3.35355105925185	4.96748110228683	6.01060887760012	5.96308100887824	7.64777130199914	3.76499644751469	6.59403029405257
"ARTN"	5.17072735234208	4.07116523967083	5.00806015352561	3.89806998553393	7.63618903176405	3.57254299527935	3.65799386240049	2.90364619644546	3.60225152446593	5.05603852135827	2.22308784048201	2.88070893507468	3.5287966602012	3.04694256079661	2.48127461054331	2.97874326527923	3.41078262561067	2.65118316399408	2.83312670294308	4.82511804239779	3.3521141343746	3.63854091357879	2.80071949430452	3.94788143852371	4.12472452940456	2.98303893056689	3.85036889686424	5.32069725841262
"SPRY3"	5.66139778053479	5.57023840222444	3.94583197413967	3.13473479348739	7.75025381366685	6.05569819140042	3.63669352610946	2.74931909691904	5.62957161335536	3.12388887122137	3.6631719647296	2.08333030269657	5.63927464003162	2.94561780878015	5.51441314140737	4.98303847819587	1.91974545525981	3.44725489149339	5.65749504920395	6.61284201852434	5.85521640177948	5.23170590285133	3.77639881212043	4.70606610360597	4.06418310545543	5.5506668515872	5.50534846969888	2.5025571883172
"SMARCD3"	7.55512753121914	7.67159764049184	7.3501535949569	7.63764233821603	9.44628117966959	7.65156482308687	7.51656150542467	7.300669262612	6.82251139972307	7.83767130512978	7.56027902157032	7.62834702309274	7.23751999591983	6.59018610280162	6.683972522176	7.14238165171142	6.99744470053753	7.36830742911878	7.72231918233428	7.11724116417063	7.60396194672783	7.45985509329604	7.53110717764679	6.79628746765116	7.5836832852303	7.59996326286915	7.53358507556515	8.11288793129809
"CLCN2"	6.13261931845267	4.78919595214996	6.41765448260711	6.86591697092789	9.35061119240731	6.27469020437765	4.75472436481985	5.45630464884901	6.31961448525922	5.68282483519868	4.75666925540354	5.87555638506395	5.3516856039018	6.3343975279125	5.98887874556648	6.26491983046231	5.62025273580393	6.03495493510499	6.24271479301195	2.92882342530851	6.08041473383946	6.3748774611544	5.26671141579239	5.92598587588236	6.2932272752191	6.52228544028473	5.90148900601691	6.45551526549816
"SH3BP2"	7.21924235019979	7.62253599438729	7.66374954912874	7.91537727724323	9.5550949085669	7.85037301841088	7.82885423917867	7.94591561893986	8.2836514470876	7.73925324032489	8.53106339227936	7.83536406232926	8.31206559446067	8.04037172614603	7.79299940456099	7.45051798162206	6.80148541012541	7.73286750974653	8.75092472107788	8.02058595176689	8.55670039732149	8.88627958449284	8.02996300816658	8.01831942378573	7.82096999239377	8.10875356858181	7.92235720828176	8.54292795199614
"ADAMTS14"	4.71377342335514	5.38165329913779	5.72622385434679	5.7341584646022	8.12845410646525	5.8691190741312	4.75541941354148	5.79936518400436	6.10661085841128	5.40763357428498	6.57012819766285	2.98795849022269	2.08525415437002	5.55118178821507	6.36760359765755	5.80643504464314	3.44016382940311	5.13788208942204	5.88533155167266	5.43239654782295	5.83749105545183	6.19116340175631	7.1680080976011	5.68475088520578	6.7102025698748	6.92292789433004	2.55447546522281	6.31194104580219
"SLC22A1"	3.00932077868723	4.32589565908226	5.67550093005534	6.29189697602417	7.57293124288886	2.5841234353763	5.66506700735734	3.42927490067932	7.61529999558149	5.29040967863434	3.59220918642213	6.03238123450115	2.67936706951434	5.61095250838024	1.40224545256411	7.1320305008739	1.4573319914414	3.45531768831211	6.22396017778232	2.31434355465427	2.92768639703456	6.39890490784852	5.65496760642718	5.72110858840489	3.80722366891902	4.02053802791414	5.79113919115532	6.04233629583022
"LOC645277"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LLGL2"	7.06179246391095	7.32670009821509	7.04069144577219	8.43770015240401	9.22424627549805	7.42373534541959	6.7128091638528	6.50652204264945	6.18676984341489	6.02865363569852	6.83451593542945	6.30764510717506	7.5064773488682	6.74700269065053	6.15462304339636	6.03412282954564	7.22928929812586	5.94010747871188	8.57372050397069	7.38094758605473	7.21014229012139	7.22156747935981	6.10189872272779	7.80747780412211	8.01378839168775	7.01459603270339	7.04439499276725	8.03892689015185
"C19orf54"	8.95648252494834	7.68503861170236	7.63549943400324	7.83972841195327	8.827368026225	7.24225911501249	8.66579511156754	7.94262603209581	8.85716949614026	8.18280839519253	8.25865735347231	8.13802230833458	8.09967263908751	7.96819610160042	8.47886974463561	8.50744019063921	8.98730526379273	8.88661949290266	8.49856348338236	7.57656194229821	8.42722080118629	8.95254623934627	8.27478572058075	8.6078357315739	8.48057251179614	8.45612314523164	7.19854957671163	8.19906327329094
"BTN2A3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PNPLA2"	7.66049228392201	5.26732229099917	7.34159153669809	7.04951401848736	9.14699980096461	6.62764006787202	6.26298145997405	6.94583216548521	6.83092590812105	6.0594298769192	4.89291161100237	6.2416030311088	6.69182887610906	4.47076533201205	6.77947099628972	6.43490271460395	6.69069773848403	7.1751984485488	5.30701628760114	5.86239619315617	5.80004528510723	6.07974893280659	6.63981287518065	5.52259643046767	6.58305835094285	6.68845009455712	6.36311610362144	5.18338555711867
"EPO"	4.62403254351196	4.80875479235491	5.78064666531129	3.35851927226888	7.82831233964071	5.7834062300838	4.24199392900744	3.90029163123701	4.39885208757014	5.53506504384049	5.07052679884556	4.88409285023554	5.52828187603039	3.54134541225907	4.62548371478984	2.42779233036481	5.07690569671148	3.15688209317196	5.06892780051526	3.62267362554179	3.46135734524535	4.79718311452178	4.55209418882411	2.72872803929596	4.90762547802548	3.29268976465348	3.67791650262558	5.18056015312739
"LSDP5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PORCN"	4.2983215975101	2.25892602467453	5.80617698949027	4.28782902111433	7.53714679174059	3.78721771788766	6.92366427006664	5.76516475855948	6.03896255602232	4.2876244079502	5.73181561662978	6.28931570645025	6.30006296702688	3.90387962121948	4.13611881095604	5.81347819737422	3.2713905432899	6.48733536855304	6.81472039371083	5.01756031631817	6.56502026544596	6.7636211669067	5.42550661180143	2.97721162741917	5.41242970056656	6.76674342631738	4.95891877187257	5.63722485965638
"ARVCF"	5.53598322094063	3.7206938267617	5.15520763857535	4.49616215676408	4.84885562006032	4.45075855574057	4.70627015700112	4.32443614797922	4.47178567661979	4.00816268461916	4.53500163492191	4.27919784928712	3.75036444961535	5.60157840694987	3.66057373904803	3.67387221663454	6.56327801293007	4.20178361032328	4.37649100338279	4.60470655073932	4.48906661888216	4.39037050566518	3.82714108537173	3.18211759138809	3.61399715996284	5.23652435808799	3.77871910114027	3.73552969983916
"DVL1"	7.57141214331714	7.39643998586807	8.43444443692232	8.62967492545529	3.27753859262795	8.2434535763766	7.78947767428622	7.95565848739842	7.81073965673178	7.31858267087613	7.66305701900659	7.36164122753788	7.92466745153131	7.30438134009418	7.76561100697391	7.77531530249649	6.98640194903984	8.23354325654208	8.3682449331263	8.24989524472619	7.96642857421681	7.96638523951778	7.68501457973646	8.10522948900133	8.69221072296179	8.27900103798977	8.51737038629622	8.25708726260034
"PCBP4"	8.39040488854201	6.62574986195227	7.49339489409431	7.86265495566829	9.45528386528397	7.59268546761717	7.29552777429506	7.38295378490415	7.11622705780106	7.36030845219652	7.69359591589441	7.67033924002858	7.98363135212641	7.45461476339547	7.08367549851568	7.1443783708404	6.84427330396211	7.48332126984139	8.7297726705952	7.04413388161032	7.52112596233167	7.42960955957345	6.79862033472833	7.72021693377553	7.37989597504588	8.4873944389829	8.02000917174406	7.10299013002186
"RIN1"	4.85082220811457	6.12411906930652	6.93626940502572	6.76608778270651	8.34602670147089	7.1322508751629	6.61306989596638	6.76619650620545	7.1782884131944	6.39192588419002	6.54884344447472	6.64592052528049	7.00271181608271	6.3848799881783	6.91713577768176	6.96853772115142	7.04285482286417	5.13087020540928	6.44237530637934	6.15702522966694	7.63049538530345	7.14863954562892	6.72188562845435	6.248490143437	6.96847968021399	6.77195723562331	6.85904330525349	6.63892447092981
"TBKBP1"	6.04553989213604	5.19828984583468	4.23885179228565	5.59372795106027	5.4236248967134	6.3391720475679	6.1731611440142	6.16136752778975	6.1881217282478	3.64765249806461	6.13990453291022	5.22448361383549	5.71236244656515	4.59162041870115	4.95354415970547	4.01012464242259	6.70577845116099	5.63653365373257	5.93917133256332	4.81376277861254	5.83457348165869	7.81309400924661	5.79669759102729	6.57182941444474	5.70974728745073	6.19427398606424	6.66436399677407	4.93134425241024
"GABRR2"	6.1734998677412	4.99164694007551	6.55721269366274	6.63873433077387	8.20394731496534	6.16258844941165	3.19665951097493	5.31809911686553	5.41866307464666	6.1981702191199	5.44194637845884	6.33870616126743	5.00047626997733	5.64668657362763	6.90214563921473	6.14737463166894	5.16055680338887	5.86262601644981	6.31364894024015	6.74033593780336	6.86725871036273	5.56495724937039	4.24645709766963	6.02818054168549	6.76991983332482	6.69956642926138	7.70322933746163	6.86091571949898
"LOC100288790"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100289183"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100133019"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NLGN2"	6.59459913314915	6.35879705402154	7.11307050883198	6.73210065659455	8.27482456409007	7.10514166540179	6.64218303569306	6.80430779254339	7.11910942981113	6.69650705418652	6.1544537623839	6.34886097530709	6.72108814097315	6.53124680461213	6.82808741757503	6.75011570268031	5.50519363009833	6.31681849237017	6.75210034034491	7.0650056091241	7.05320932557488	6.73746696347983	7.19370746542588	6.00221520857993	7.0491223890769	7.44285123307598	6.86485975713471	6.47990093010323
"ZAP70"	7.7208639436485	8.1329027996054	8.78123718129829	8.43210716826171	8.72619463991	7.80026254291325	8.34724449256693	9.78525661179735	7.02781830095859	7.18590380045309	9.21999939493679	8.17131292876134	9.23905647261972	8.07403051361237	7.79317426330983	6.77752447026404	6.41725292366629	7.70087929762927	9.94307949236042	8.19539441657728	8.64052403321902	8.64279035088153	7.05774816743901	8.56571490906122	8.481642933084	7.70827186608624	9.0924043749787	8.93996794956715
"LOC100289383"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TFR2"	6.50827825010936	4.28128420632112	6.19475584518713	6.19938169824434	9.82770699172458	6.72780211874698	5.18372557266082	5.19427392214358	3.25240376805558	3.42093751670865	5.74222419913722	5.99313779524493	6.08764087084155	6.13615452393069	5.8635824826276	5.83096116615241	6.77948859211624	5.74510562328049	6.35708999135057	5.65340064355442	6.35087664954811	6.33480366926507	6.51886325782911	7.30104362131728	4.43929107549591	6.84041539558079	6.05119513843499	6.62171406765741
"PRG2"	4.15098984457453	6.9952003129701	5.92678707365296	6.04476322604529	5.66953322598269	4.21105030229125	5.75452789642233	4.81383483489146	3.32027456584821	2.43286330939797	6.2714064751668	3.68117944562382	2.85844702009556	4.4636504398119	2.85687540051715	4.13366326254387	8.61374849732459	5.05306189013801	5.04624724715567	5.74981910345222	6.26794857236894	2.38291092037244	5.94262252578541	4.56527879621006	5.49186052805663	4.44726880801965	4.68941906645971	3.91039173791396
"RHD"	4.65921442461032	4.52649126505861	3.22044080568267	3.12376684475538	7.42395443013092	2.59747768907946	2.85430517883462	2.3421380471007	2.63319625951833	3.37601412611321	3.85826620698253	4.12807246314693	5.88680266453173	3.71623609309266	2.95878837491105	2.56244190807864	6.12192074079792	4.3609335512521	5.33593851441652	2.83182873444406	4.70815816331474	1.94999481628558	4.32291617525761	3.17846873504254	2.73358310807956	3.13285482464195	4.60751196385673	4.89564871948422
"SNORD12B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SHANK3"	8.26007723209429	6.63531498568244	4.83399054823103	5.36355349839449	7.7869061712598	6.53337393632746	7.23015537412713	7.52194469333844	7.5254880948012	6.73360057421407	6.0629606383041	5.73317787020466	7.49033629740346	8.31751697647462	7.53270946758758	7.19866299852684	7.34857883961512	7.44654383794869	6.92073167428457	6.45019143609085	5.88953856148213	7.1815218964443	4.03612026103456	6.32610992195634	6.0986415326917	9.69984836916575	2.61159271231594	6.7944716976656
"SLC25A39"	9.81516517192451	9.63014120733958	10.6014058227423	9.80180676697357	11.1271920864709	9.19201269525903	9.37822734365623	9.65609427277121	9.55036008680085	8.67798893222313	8.54282663655659	8.36516753531405	8.04549464377582	9.16693961633689	9.03299778826971	8.77291867012447	8.87857071588117	8.91304144627616	9.46261564647161	10.1505301765154	9.75245805207109	9.71756405417795	9.60691664208233	9.68333682729857	9.58197429662907	9.30488104740645	9.63598577095157	9.00475782231704
"SPSB3"	9.11000498074861	9.07781640495465	9.10467680401285	9.00810205428664	8.78973785005037	8.72447500394582	8.77167553071048	8.83528165561111	8.72796454495114	8.50433664707005	9.18301265125113	8.22846183423811	8.61710282756508	8.56274326467986	8.29824216902822	7.47040571581876	8.53765883806022	8.35374693425048	9.41669996329924	8.98661740356467	8.84302383567898	9.15490944627637	8.50926698333778	8.66202108082942	8.41542287464065	9.14242022668781	9.15188618192293	9.15895236169504
"PARP14"	9.04478289790716	11.4944216101357	10.432990005416	10.3619577187821	9.95423687637916	10.5945846356254	9.83618020305626	10.7915684813097	9.48812859311469	10.9523532671642	11.2124293966642	10.4943852430355	10.4874937985029	10.1673540069761	10.229865081495	9.95877376990658	10.7594777138351	10.2490062041984	10.7722732287039	10.6175257953956	11.3107635172789	11.4886632713862	10.4754175254266	11.2238198718525	10.0267862612743	10.8333499903318	11.4991897222729	12.6926643514107
"C14orf176"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
