"V1"	"CTSP.ACY5"
"VSNL1"	"VSNL1"	-0.138988564127614
"CHP2"	"CHP2"	-0.364246460556673
"MANSC1"	"MANSC1"	-0.310362145714954
"ARHGEF16"	"ARHGEF16"	0.716074637252911
"SLC44A4"	"SLC44A4"	-0.0561533851063442
"GATA6"	"GATA6"	0.942281456165311
"UNC84B"	"UNC84B"	-0.579167608625971
"KITLG"	"KITLG"	0.689658585798972
"FNDC5"	"FNDC5"	2.07426066891832
"RHCG"	"RHCG"	-0.340767051604436
"HSD11B2"	"HSD11B2"	-0.989232035051549
"NPDC1"	"NPDC1"	1.22991897582659
"DDX60"	"DDX60"	-0.0735164172789432
"TMC4"	"TMC4"	0.404981811163309
"C16orf89"	"C16orf89"	0.722941884834482
"BMP8B"	"BMP8B"	0.0357250576261195
"LOC650368"	"LOC650368"	0.501394630842901
"SLC7A2"	"SLC7A2"	-0.171289290835103
"BAIAP2"	"BAIAP2"	0.637546430827718
"CNKSR3"	"CNKSR3"	0.833217891982256
"ST6GALNAC1"	"ST6GALNAC1"	0.745789275835534
"SMAGP"	"SMAGP"	2.31455503713359
"TPRG1"	"TPRG1"	-0.206225069922353
"SH3D19"	"SH3D19"	2.16817913723263
"CLIP1"	"CLIP1"	0.442889718111848
"MACF1"	"MACF1"	-0.692611791779017
"CDC42BPA"	"CDC42BPA"	0.777853218632185
"LRRC2"	"LRRC2"	0.594920250465045
"SOD3"	"SOD3"	1.32438399702857
"SVIL"	"SVIL"	0.970406630725046
"IL6ST"	"IL6ST"	-0.295474541693595
"SUSD4"	"SUSD4"	-0.265888937051641
"SYTL2"	"SYTL2"	-0.12272232187598
"GSDMC"	"GSDMC"	1.22194549071315
"NFIX"	"NFIX"	0.258533467219284
"TRAF6"	"TRAF6"	-0.443470707076888
"EXPH5"	"EXPH5"	0.0570518499627881
"NFIA"	"NFIA"	-0.554353930094955
"MEP1A"	"MEP1A"	-0.829847026648728
"CLTB"	"CLTB"	0.00120039283421844
"ETS2"	"ETS2"	0.701583109928227
"CELSR2"	"CELSR2"	0.620289086167504
"CYP4F12"	"CYP4F12"	0.436913912436102
"AKR1C1"	"AKR1C1"	1.91400470339343
"S100A14"	"S100A14"	-0.841748121310064
"ASS1"	"ASS1"	1.74347148424177
"VSIG2"	"VSIG2"	-0.133494072744896
"TYRO3"	"TYRO3"	0.334170895552953
"TRIM2"	"TRIM2"	0.575380956834155
"MEOX1"	"MEOX1"	0.944764868870174
"NTRK3"	"NTRK3"	0.0154302174145189
"NTS"	"NTS"	0.550996911810945
"PCSK1"	"PCSK1"	0.306162548402073
"MYOZ3"	"MYOZ3"	0.884623257881882
"PLCB1"	"PLCB1"	1.06511423393954
"ADH1C"	"ADH1C"	2.82175094733586
"SH3BGR"	"SH3BGR"	0.0345274110526707
"MMRN1"	"MMRN1"	0.423420144090869
"ALDH1L1"	"ALDH1L1"	1.21068947916157
"PLA1A"	"PLA1A"	-0.184268833038933
"PPP1R3C"	"PPP1R3C"	0.565768614511856
"LDHD"	"LDHD"	0.979955177741128
"LOC100134229"	"LOC100134229"	-0.539992179218287
"LCN10"	"LCN10"	-0.11480780335047
"SLC44A3"	"SLC44A3"	1.75105734589419
"RBP5"	"RBP5"	-0.360726074938166
"PRODH"	"PRODH"	0.412283329569124
"SCUBE2"	"SCUBE2"	0.851304907751016
"PTH1R"	"PTH1R"	1.04821203417874
"MUC12"	"MUC12"	0.902769883289516
"SRD5A1"	"SRD5A1"	-0.241630329931405
"LGALS4"	"LGALS4"	-0.492154252496805
"FAM101B"	"FAM101B"	-0.586468117612354
"S100A2"	"S100A2"	2.3901208545681
"GRB7"	"GRB7"	-0.731321308514069
"ABLIM2"	"ABLIM2"	0.943699583132989
"PITPNM3"	"PITPNM3"	0.347812446722315
"SCARA3"	"SCARA3"	0.173264213090839
"SCML4"	"SCML4"	-0.394944940375306
"SPINK5"	"SPINK5"	-0.907801575804763
"EHF"	"EHF"	0.522068807289939
"DYRK2"	"DYRK2"	-0.247809832106088
"ALDH4A1"	"ALDH4A1"	-0.49194194040348
"LOC100287927"	"LOC100287927"	0.337122080496458
"SEPT10"	"SEPT10"	1.80071738833246
"PC"	"PC"	1.14345671199823
"TBX15"	"TBX15"	0.359072390187058
"PLP2"	"PLP2"	-0.282117695081576
"MBNL2"	"MBNL2"	0.829258704203433
"C10orf72"	"C10orf72"	0.349826286389985
"SLC2A12"	"SLC2A12"	0.648820245859668
"PVRL4"	"PVRL4"	1.56762403026944
"PLXNA4"	"PLXNA4"	1.86342092754951
"MTUS1"	"MTUS1"	2.21949162969153
"INMT"	"INMT"	-0.215019129078282
"TTC22"	"TTC22"	0.152324099350391
"ADCY6"	"ADCY6"	0.717640081929409
"ABO"	"ABO"	0.384131574615778
"PHKA1"	"PHKA1"	0.217548376265949
"PAQR5"	"PAQR5"	0.629190385948406
"PALMD"	"PALMD"	2.2344396676903
"GDF10"	"GDF10"	0.575288432777236
"POU6F1"	"POU6F1"	-0.209240507186193
"TLR3"	"TLR3"	1.38040598157896
"ERN2"	"ERN2"	-0.434779970144288
"PPAPDC1B"	"PPAPDC1B"	0.343146419920106
"LRIG3"	"LRIG3"	1.02329238107619
"NIPAL4"	"NIPAL4"	1.3204942283033
"DUSP26"	"DUSP26"	-0.618272019709708
"TLE2"	"TLE2"	-0.57411170942826
"LOC646762"	"LOC646762"	-0.328502470407221
"ZNF204"	"ZNF204"	0.745931477725534
"H2AFY2"	"H2AFY2"	0.764704025018023
"TRIM72"	"TRIM72"	-0.447187251861426
"CAP2"	"CAP2"	0.264902481298751
